"id1","id2","materials_1","ObjectTypes_1","materials_2","ObjectTypes_2","element_to_change","element_changed","partition","query"
"art_006895","art_001955","argila $ argila | ceràmica $ sòl | llim $ pintura | esmalt $ argila | engalba","ceràmica","argila | ceràmica $ sòl | terra $ pintura | esmalt","ceràmica","llim","terra","test_id","change file for earth."
"art_006976","art_006453",,"indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra $ eines i equips | equip d'ús personal | ulleres | ELIMINAR $ eines i equips | equip d'ús personal | ulleres $ component de mobiliari | component d'artefacte d'enllumenat | vidre $ retrat | autoretrat $ pintura | pintura de cavallet $ pintura $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | lligadura casernària | gorra militar $ pintura",,"indumentària | peça de vestir | peça de roba principal | camisa $ retrat $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | caperulla $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | barba $ pintura | pintura de cavallet $ pintura $ pintura","gorra","caperulla","test_id","change cap for hood."
"art_006976","jewelry_000154",,"indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra $ eines i equips | equip d'ús personal | ulleres | ELIMINAR $ eines i equips | equip d'ús personal | ulleres $ component de mobiliari | component d'artefacte d'enllumenat | vidre $ retrat | autoretrat $ pintura | pintura de cavallet $ pintura $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | lligadura casernària | gorra militar $ pintura",,"indumentària | roba de protecció | davantal $ indumentària $ indumentària | accessori d'indumentària | accessori de mà | mocador $ indumentària | peça de vestir | peça de roba principal | camisa $ indumentària | peça de vestir | roba interior | samarreta interior $ indumentària | peça de vestir | peça de roba principal | davantal $ indumentària | accessori d'indumentària | accessori de vestir | cinturó $ indumentària | peça de vestir | peça de roba principal | vestit $ indumentària | peça de vestir | peça de roba exterior | abric $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | cinta de cap $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | indumentària per al cap | vel $ component d'indumentària | màniga $ indumentària | accessori d'indumentària | accessori de vestir | joia | joia per al cap | ornament per a les orelles | arracada $ component de tèxtil | voreta $ indumentària | accessori d'indumentària | accessori de vestir | calceteria | mitjó $ indumentària | accessori d'indumentària | accessori de vestir | joia | joia per al coll i part superior del cos | collar $ indumentària | accessori d'indumentària | accessori de vestir | joia | joia emprada en el vestuari | agulla | fermall $ indumentària | accessori d'indumentària | accessori de vestir | accessori per al coll","gorra","cinta de cap","test_id","change cap for headband."
"art_006976","costume_006842",,"indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra $ eines i equips | equip d'ús personal | ulleres | ELIMINAR $ eines i equips | equip d'ús personal | ulleres $ component de mobiliari | component d'artefacte d'enllumenat | vidre $ retrat | autoretrat $ pintura | pintura de cavallet $ pintura $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | lligadura casernària | gorra militar $ pintura",,"indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | fes $ indumentària | peça de vestir | peça de roba principal | camisa $ indumentària | peça de vestir | peça de roba exterior | abric $ indumentària | peça de vestir | peça de roba principal | davantal $ indumentària | roba de protecció | davantal $ component d'indumentària | màniga $ indumentària","gorra","fes","test_id","change cap for fez."
"art_006976","art_031303, art_031489, art_031592, costume_011557",,"indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra $ eines i equips | equip d'ús personal | ulleres | ELIMINAR $ eines i equips | equip d'ús personal | ulleres $ component de mobiliari | component d'artefacte d'enllumenat | vidre $ retrat | autoretrat $ pintura | pintura de cavallet $ pintura $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | lligadura casernària | gorra militar $ pintura",,"indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | gorra de bany","gorra","gorra de bany","test_id","change cap for bathing cap."
"art_006976","costume_010003, costume_010019, costume_010207, costume_010212, costume_010224",,"indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra $ eines i equips | equip d'ús personal | ulleres | ELIMINAR $ eines i equips | equip d'ús personal | ulleres $ component de mobiliari | component d'artefacte d'enllumenat | vidre $ retrat | autoretrat $ pintura | pintura de cavallet $ pintura $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | lligadura casernària | gorra militar $ pintura",,"eines i equips | equip d'ús personal | ulleres | ELIMINAR $ eines i equips | equip d'ús personal | ulleres $ component de mobiliari | component d'artefacte d'enllumenat | vidre $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | gorra plana","gorra","gorra plana","test_id","change cap for flat cap."
"art_006976","art_167822, art_167825",,"indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra $ eines i equips | equip d'ús personal | ulleres | ELIMINAR $ eines i equips | equip d'ús personal | ulleres $ component de mobiliari | component d'artefacte d'enllumenat | vidre $ retrat | autoretrat $ pintura | pintura de cavallet $ pintura $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | lligadura casernària | gorra militar $ pintura",,"pintura | il·luminació","pintura de cavallet","il·luminació","test_id","change easel painting for lighting."
"art_006976","costume_010003",,"indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra $ eines i equips | equip d'ús personal | ulleres | ELIMINAR $ eines i equips | equip d'ús personal | ulleres $ component de mobiliari | component d'artefacte d'enllumenat | vidre $ retrat | autoretrat $ pintura | pintura de cavallet $ pintura $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | lligadura casernària | gorra militar $ pintura",,"eines i equips | equip d'ús personal | ulleres | ELIMINAR $ eines i equips | equip d'ús personal | ulleres $ component de mobiliari | component d'artefacte d'enllumenat | vidre $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | gorra plana","ulleres","ELIMINAR","test_id","change glasses for DELETE."
"art_006976","costume_037269",,"indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra $ eines i equips | equip d'ús personal | ulleres | ELIMINAR $ eines i equips | equip d'ús personal | ulleres $ component de mobiliari | component d'artefacte d'enllumenat | vidre $ retrat | autoretrat $ pintura | pintura de cavallet $ pintura $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | lligadura casernària | gorra militar $ pintura",,"eines i equips | equip d'ús personal | bastó $ indumentària | accessori d'indumentària","ulleres","bastó","test_id","change glasses for cane."
"art_007148","art_003913","material tèxtil | drap","contenidor | contenidor culinari | fruitera $ pintura | pintura de cavallet $ pintura $ pintura","material tèxtil | drap","contenidor | contenidor culinari | recipient per beure | vas $ contenidor | contenidor culinari | plat | plat $ component biològic | part de planta | flor $ contenidor | contenidor culinari | atuell per a condiments | saler | saler obert $ pintura | pintura de cavallet $ pintura $ pintura","fruitera","plat","test_id","change fruit bowl for plate."
"art_007185","costume_038398",,"bodegó $ contenidor | atuell $ pintura | pintura de cavallet $ pintura $ pintura",,"contenidor | alforja $ indumentària | accessori d'indumentària $ contenidor | bossa $ indumentària | accessori d'indumentària | accessori de mà | bossa","atuell","alforja","test_id","change kit for saddlebag."
"art_007185","costume_038398, costume_038398, costume_011909, costume_011909",,"bodegó $ contenidor | atuell $ pintura | pintura de cavallet $ pintura $ pintura",,"contenidor | alforja $ indumentària | accessori d'indumentària $ contenidor | bossa $ indumentària | accessori d'indumentària | accessori de mà | bossa","atuell","bossa","test_id","change kit for bag."
"art_007185","art_103017",,"bodegó $ contenidor | atuell $ pintura | pintura de cavallet $ pintura $ pintura",,"contenidor | cartera $ contenidor | cartera de butxaca","atuell","cartera","test_id","change kit for wallet."
"art_007185","art_103017",,"bodegó $ contenidor | atuell $ pintura | pintura de cavallet $ pintura $ pintura",,"contenidor | cartera $ contenidor | cartera de butxaca","atuell","cartera de butxaca","test_id","change kit for pocket wallet."
"art_007185","art_010048",,"bodegó $ contenidor | atuell $ pintura | pintura de cavallet $ pintura $ pintura",,"bodegó $ component biològic | part de planta | fulla $ pintura | pintura de cavallet $ pintura $ contenidor | cistell $ pintura","atuell","cistell","test_id","change kit for basket."
"art_007185","jewelry_000272, jewelry_000402, jewelry_001618, jewelry_001931",,"bodegó $ contenidor | atuell $ pintura | pintura de cavallet $ pintura $ pintura",,"estructura industrial | edifici industrial | fàbrica $ contenidor | joier","atuell","joier","test_id","change kit for jeweler."
"art_007185","art_009443",,"bodegó $ contenidor | atuell $ pintura | pintura de cavallet $ pintura $ pintura",,"bodegó $ contenidor | atuell | pot $ pintura | pintura de cavallet $ pintura $ pintura","atuell","pot","test_id","change kit for pot."
"art_007185","art_167822, art_167825",,"bodegó $ contenidor | atuell $ pintura | pintura de cavallet $ pintura $ pintura",,"pintura | il·luminació","pintura de cavallet","il·luminació","test_id","change easel painting for lighting."
"art_007332","art_016012",,"estampa $ art $ figura | nu",,"indumentària | peça de vestir | peça de roba principal | camisa $ indumentària | peça de vestir | peça de roba principal | justacós $ figura | bust $ component biològic | component animal o humà | cap $ retrat | autoretrat $ pintura | pintura de cavallet $ pintura $ pintura","nu","bust","test_id","change nude for bust."
"art_007447","art_167822, art_167825",,"estructura residencial | habitatge | casa $ paisatge $ element arquitectònic | element estructural | element estructural de tancat | sostre $ pintura | pintura de cavallet $ pintura $ element arquitectònic | element estructural | muntatge estructural | arcada $ pintura",,"pintura | il·luminació","pintura de cavallet","il·luminació","test_id","change easel painting for lighting."
"art_007447","art_166248, art_166267, art_010762, art_166586",,"estructura residencial | habitatge | casa $ paisatge $ element arquitectònic | element estructural | element estructural de tancat | sostre $ pintura | pintura de cavallet $ pintura $ element arquitectònic | element estructural | muntatge estructural | arcada $ pintura",,"estructura | edifici $ element arquitectònic | element estructural | element estructural de tancat | mur $ estructura residencial | habitatge | casa $ ruïna $ element arquitectònic | element estructural | arc $ paisatge","sostre","mur","test_id","change ceiling for wall."
"art_007869","art_011669","paper | cartró | cartolina","moble | seient | seient individual | cadira | cadira de braços $ figura | nu $ pintura | pintura de cavallet $ pintura $ pintura","paper | cartró | cartolina","retrat $ eines i equips | equip d'ús personal | pipa $ figura | bust $ pintura | pintura de cavallet $ pintura $ pintura","nu","bust","test_id","change nude for bust."
"art_007944","art_012687, art_002336","argila $ argila | ceràmica $ tint $ sòl | sorra","ceràmica","argila | ceràmica $ tint $ pintura | esmalt $ argila | caolí","ceràmica","ceràmica","caolí","test_id","change ceramic for kaolin."
"art_007944","art_006895, art_004252, art_002331, art_001480","argila $ argila | ceràmica $ tint $ sòl | sorra","ceràmica","argila $ argila | ceràmica $ sòl | llim $ pintura | esmalt $ argila | engalba","ceràmica","ceràmica","engalba","test_id","change ceramic for cutout."
"art_007944","ceramic_006440, ceramic_011219","argila $ argila | ceràmica $ tint $ sòl | sorra","ceràmica","argila | ceràmica $ argila | maó","ceràmica","ceràmica","maó","test_id","change ceramic for brick."
"art_007944","ceramic_018640","argila $ argila | ceràmica $ tint $ sòl | sorra","ceràmica","argila | ceràmica $ argila | ceràmica | porcellana","ceràmica","ceràmica","porcellana","test_id","change ceramic for porcelain."
"art_007944","art_006895, art_002331, art_001480","argila $ argila | ceràmica $ tint $ sòl | sorra","ceràmica","argila $ argila | ceràmica $ sòl | llim $ pintura | esmalt $ argila | engalba","ceràmica","sorra","llim","test_id","change sand for file."
"art_007944","art_001955","argila $ argila | ceràmica $ tint $ sòl | sorra","ceràmica","argila | ceràmica $ sòl | terra $ pintura | esmalt","ceràmica","sorra","terra","test_id","change sand for earth."
"art_008171","art_007869, art_013202, art_014113, art_016216","paper | cartró | cartolina","indumentària | peça de vestir | peça de roba principal | camisa $ retrat $ figura | bust $ retrat | autoretrat $ pintura | pintura de cavallet $ pintura $ pintura","paper | cartró | cartolina","moble | seient | seient individual | cadira | cadira de braços $ figura | nu $ pintura | pintura de cavallet $ pintura $ pintura","bust","nu","test_id","change bust for nude."
"art_008171","art_006493","paper | cartró | cartolina","indumentària | peça de vestir | peça de roba principal | camisa $ retrat $ figura | bust $ retrat | autoretrat $ pintura | pintura de cavallet $ pintura $ pintura","paper | cartró | cartolina","paisatge $ indumentària | vestit $ art $ pintura | pintura de cavallet $ pintura $ pintura","camisa","vestit","test_id","change shirt for dress."
"art_008562","art_016012",,"estampa $ art $ figura | nu",,"indumentària | peça de vestir | peça de roba principal | camisa $ indumentària | peça de vestir | peça de roba principal | justacós $ figura | bust $ component biològic | component animal o humà | cap $ retrat | autoretrat $ pintura | pintura de cavallet $ pintura $ pintura","nu","bust","test_id","change nude for bust."
"art_008576","art_012763","paper","contenidor | barril $ espai de transport | via pública $ pintura | pintura de cavallet $ pintura $ vehicle de transport | vehicle | vehicle terrestre | vehicle de roda lliure | carro de granja $ pintura","paper","bodegó $ contenidor | atuell $ contenidor | contenidor culinari | recipient per beure | tassa","barril","atuell","test_id","change barrel for kit."
"art_008576","art_013975, art_014703","paper","contenidor | barril $ espai de transport | via pública $ pintura | pintura de cavallet $ pintura $ vehicle de transport | vehicle | vehicle terrestre | vehicle de roda lliure | carro de granja $ pintura","paper","eines i equips | equip de creació d'imatges | llapis | pastel $ estructura residencial | habitatge | casa $ paisatge cultural | paisatge urbà $ pastel $ espai de transport | via pública | carrer","via pública","carrer","test_id","change public road for street."
"art_009264","costume_019537, costume_019538, costume_019539","material vegetal | fusta","eines i equips | molí $ roda","material vegetal | fusta","eines i equips | agulla de fer mitja $ eines i equips | eina de penetració | agulla","molí","agulla de fer mitja","test_id","change mill for knitting needle."
"art_009264","tool_000568, tool_022301, tool_000659, tool_001203, tool_002149, tool_002868, tool_003035, tool_003561, tool_003883, tool_003887, tool_004356, tool_004400, tool_004587, tool_004821, tool_004882, tool_005027, tool_005496, tool_005716, tool_006411, tool_006722, tool_006749, tool_007863, tool_008518, tool_009201","material vegetal | fusta","eines i equips | molí $ roda","material vegetal | fusta","eines i equips | eina $ eines i equips | equip de tall | eina de tall | serra","molí","eina","test_id","change mill for tool."
"art_009264","tool_004587","material vegetal | fusta","eines i equips | molí $ roda","material vegetal | fusta","eines i equips | eina $ paisatge natural | vegetació | planta | angiospermes | fagales | fagàcies | quercus | roure pènol $ eines i equips | patró","molí","patró","test_id","change mill for pattern."
"art_009296","art_012687, art_002336","argila | ceràmica $ argila $ material vegetal | fusta | fusta tova | avet $ pintura | esmalt","ceràmica","argila | ceràmica $ tint $ pintura | esmalt $ argila | caolí","ceràmica","ceràmica","caolí","test_id","change ceramic for kaolin."
"art_009296","art_006895, art_004252, art_002331, art_001480","argila | ceràmica $ argila $ material vegetal | fusta | fusta tova | avet $ pintura | esmalt","ceràmica","argila $ argila | ceràmica $ sòl | llim $ pintura | esmalt $ argila | engalba","ceràmica","ceràmica","engalba","test_id","change ceramic for cutout."
"art_009296","ceramic_006440, ceramic_011219","argila | ceràmica $ argila $ material vegetal | fusta | fusta tova | avet $ pintura | esmalt","ceràmica","argila | ceràmica $ argila | maó","ceràmica","ceràmica","maó","test_id","change ceramic for brick."
"art_009296","ceramic_018640","argila | ceràmica $ argila $ material vegetal | fusta | fusta tova | avet $ pintura | esmalt","ceràmica","argila | ceràmica $ argila | ceràmica | porcellana","ceràmica","ceràmica","porcellana","test_id","change ceramic for porcelain."
"art_009415","art_004960",,"indumentària | peça de vestir | peça de roba principal | caftà $ subjecció | botó $ retrat $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | bigoti $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | barba $ component biològic | component animal o humà | cap $ artefacte d'identificació | símbol d'ofici o estatus | ceptre $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | casquet | gorra d'estudiant $ pintura | pintura de cavallet $ pintura $ pintura",,"retrat $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | bigoti $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | barba $ pintura | pintura de cavallet $ pintura $ indumentària | peça de vestir | peça de roba principal | sotana $ pintura","barba","bigoti","test_id","change beard for moustache."
"art_009415","art_004960, art_010154, art_006453",,"indumentària | peça de vestir | peça de roba principal | caftà $ subjecció | botó $ retrat $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | bigoti $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | barba $ component biològic | component animal o humà | cap $ artefacte d'identificació | símbol d'ofici o estatus | ceptre $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | casquet | gorra d'estudiant $ pintura | pintura de cavallet $ pintura $ pintura",,"retrat $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | bigoti $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | barba $ pintura | pintura de cavallet $ pintura $ indumentària | peça de vestir | peça de roba principal | sotana $ pintura","bigoti","barba","test_id","change moustache for beard."
"art_009415","costume_006821, costume_011928",,"indumentària | peça de vestir | peça de roba principal | caftà $ subjecció | botó $ retrat $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | bigoti $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | barba $ component biològic | component animal o humà | cap $ artefacte d'identificació | símbol d'ofici o estatus | ceptre $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | casquet | gorra d'estudiant $ pintura | pintura de cavallet $ pintura $ pintura",,"indumentària | peça de vestir | peça de roba principal | camisa $ indumentària | peça de vestir | peça de roba principal | armilla $ indumentària | accessori d'indumentària | accessori de vestir | accessori per al coll $ indumentària | peça de vestir | roba interior | samarreta interior $ indumentària | peça de vestir | peça de roba principal | vestit $ indumentària","caftà","armilla","test_id","change caftan for waistcoat."
"art_009415","costume_010133, costume_011550",,"indumentària | peça de vestir | peça de roba principal | caftà $ subjecció | botó $ retrat $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | bigoti $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | barba $ component biològic | component animal o humà | cap $ artefacte d'identificació | símbol d'ofici o estatus | ceptre $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | casquet | gorra d'estudiant $ pintura | pintura de cavallet $ pintura $ pintura",,"indumentària | roba esportiva | roba de platja | vestit de bany $ indumentària | roba esportiva | roba de platja | banyador","caftà","banyador","test_id","change caftan for swimsuit."
"art_009415","costume_006821, costume_006842, jewelry_000154, art_006453, art_016012",,"indumentària | peça de vestir | peça de roba principal | caftà $ subjecció | botó $ retrat $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | bigoti $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | barba $ component biològic | component animal o humà | cap $ artefacte d'identificació | símbol d'ofici o estatus | ceptre $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | casquet | gorra d'estudiant $ pintura | pintura de cavallet $ pintura $ pintura",,"indumentària | peça de vestir | peça de roba principal | camisa $ indumentària | peça de vestir | peça de roba principal | armilla $ indumentària | accessori d'indumentària | accessori de vestir | accessori per al coll $ indumentària | peça de vestir | roba interior | samarreta interior $ indumentària | peça de vestir | peça de roba principal | vestit $ indumentària","caftà","camisa","test_id","change caftan for shirt."
"art_009415","costume_011959",,"indumentària | peça de vestir | peça de roba principal | caftà $ subjecció | botó $ retrat $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | bigoti $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | barba $ component biològic | component animal o humà | cap $ artefacte d'identificació | símbol d'ofici o estatus | ceptre $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | casquet | gorra d'estudiant $ pintura | pintura de cavallet $ pintura $ pintura",,"indumentària | peça de vestir | peça de roba principal | faldilla $ indumentària | accessori d'indumentària | accessori de vestir | cinturó $ indumentària | peça de vestir | peça de roba principal | jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit $ indumentària | accessori d'indumentària | accessori de vestir | bufanda","caftà","faldilla","test_id","change caftan for skirt."
"art_009415","costume_011909, costume_011928, costume_011959",,"indumentària | peça de vestir | peça de roba principal | caftà $ subjecció | botó $ retrat $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | bigoti $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | barba $ component biològic | component animal o humà | cap $ artefacte d'identificació | símbol d'ofici o estatus | ceptre $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | casquet | gorra d'estudiant $ pintura | pintura de cavallet $ pintura $ pintura",,"indumentària | accessori d'indumentària | accessori de vestir | lligadura | indumentària per al cap | mocador de cap $ indumentària | accessori d'indumentària | accessori de vestir | calçat | sandàlia $ indumentària | peça de vestir | peça de roba principal | vestit $ contenidor | bossa $ indumentària | accessori d'indumentària | accessori de mà | bossa $ indumentària | peça de vestir | peça de roba principal | davantal $ indumentària | roba de protecció | davantal $ indumentària | accessori d'indumentària | accessori de vestir | cinturó $ indumentària | peça de vestir | peça de roba principal | jaqueta $ indumentària | roba de dona","caftà","jaqueta","test_id","change caftan for jacket."
"art_009415","art_016012",,"indumentària | peça de vestir | peça de roba principal | caftà $ subjecció | botó $ retrat $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | bigoti $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | barba $ component biològic | component animal o humà | cap $ artefacte d'identificació | símbol d'ofici o estatus | ceptre $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | casquet | gorra d'estudiant $ pintura | pintura de cavallet $ pintura $ pintura",,"indumentària | peça de vestir | peça de roba principal | camisa $ indumentària | peça de vestir | peça de roba principal | justacós $ figura | bust $ component biològic | component animal o humà | cap $ retrat | autoretrat $ pintura | pintura de cavallet $ pintura $ pintura","caftà","justacós","test_id","change caftan for justaucorps."
"art_009415","costume_011562",,"indumentària | peça de vestir | peça de roba principal | caftà $ subjecció | botó $ retrat $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | bigoti $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | barba $ component biològic | component animal o humà | cap $ artefacte d'identificació | símbol d'ofici o estatus | ceptre $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | casquet | gorra d'estudiant $ pintura | pintura de cavallet $ pintura $ pintura",,"indumentària | roba esportiva | barbote $ indumentària | peça de vestir | peça de roba principal | pantalons curts $ indumentària | peça de vestir | peça de roba principal | pantalons curts | pantalons curts esportius","caftà","pantalons curts","test_id","change caftan for shorts."
"art_009415","costume_006821, costume_010212, jewelry_000154, art_004684, costume_011909, costume_011959",,"indumentària | peça de vestir | peça de roba principal | caftà $ subjecció | botó $ retrat $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | bigoti $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | barba $ component biològic | component animal o humà | cap $ artefacte d'identificació | símbol d'ofici o estatus | ceptre $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | casquet | gorra d'estudiant $ pintura | pintura de cavallet $ pintura $ pintura",,"indumentària | peça de vestir | peça de roba principal | camisa $ indumentària | peça de vestir | peça de roba principal | armilla $ indumentària | accessori d'indumentària | accessori de vestir | accessori per al coll $ indumentària | peça de vestir | roba interior | samarreta interior $ indumentària | peça de vestir | peça de roba principal | vestit $ indumentària","caftà","vestit","test_id","change caftan for dress."
"art_009415","costume_011928",,"indumentària | peça de vestir | peça de roba principal | caftà $ subjecció | botó $ retrat $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | bigoti $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | barba $ component biològic | component animal o humà | cap $ artefacte d'identificació | símbol d'ofici o estatus | ceptre $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | casquet | gorra d'estudiant $ pintura | pintura de cavallet $ pintura $ pintura",,"indumentària | peça de vestir | peça de roba principal | vestit jaqueta $ indumentària | peça de vestir | peça de roba principal | vestit jaqueta | vestit de carrer $ indumentària | peça de vestir | peça de roba principal | armilla $ indumentària | peça de vestir | peça de roba principal | pantalons | calçons $ indumentària | peça de vestir | peça de roba principal | jaqueta","caftà","vestit jaqueta","test_id","change caftan for jacket suit."
"art_009415","art_161500",,"indumentària | peça de vestir | peça de roba principal | caftà $ subjecció | botó $ retrat $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | bigoti $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | barba $ component biològic | component animal o humà | cap $ artefacte d'identificació | símbol d'ofici o estatus | ceptre $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | casquet | gorra d'estudiant $ pintura | pintura de cavallet $ pintura $ pintura",,"component biològic | component animal o humà | esquelet $ jardí $ al·legoria $ obra d'art","cap","esquelet","test_id","change head for skeleton."
"art_009415","costume_040800",,"indumentària | peça de vestir | peça de roba principal | caftà $ subjecció | botó $ retrat $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | bigoti $ indumentària | accessori d'indumentària | accessori de vestir | pentinat | tall de pèl facial | barba $ component biològic | component animal o humà | cap $ artefacte d'identificació | símbol d'ofici o estatus | ceptre $ indumentària | accessori d'indumentària | accessori de vestir | lligadura | gorra | casquet | gorra d'estudiant $ pintura | pintura de cavallet $ pintura $ pintura",,"indumentària | accessori d'indumentària | accessori de vestir | accessori per als cabells | ornament per als cabells | ploma","cap","ploma","test_id","change head for feather."
"art_009587","art_010762",,"estructura residencial | habitatge | casa $ paisatge cultural | paisatge suburbà $ paisatge natural | vegetació | planta | planta fustera | arbre $ pintura | pintura de cavallet $ pintura $ pintura",,"estructura residencial | habitatge | casa $ element arquitectònic | element estructural | element estructural de tancat | mur $ paisatge cultural | paisatge urbà $ paisatge natural | vegetació | planta | planta fustera | arbre $ element arquitectònic | element estructural | element estructural de tancat | sostre $ pintura | pintura de cavallet $ pintura $ pintura","paisatge suburbà","paisatge urbà","test_id","change suburban landscape for urban landscape."
"art_009765","costume_038856, costume_038860",,"indumentària | accessori d'indumentària | accessori de vestir | accessori per al coll | coll $ contenidor | contenidor culinari | recipient per beure | vas $ indumentària | accessori d'indumentària | accessori de vestir | bufanda $ moble | moble de suport | taula $ pintura | pintura de cavallet $ pintura $ indumentària | accessori d'indumentària | accessori de vestir | calçat | bota | bota de canya alta $ moble | seient | seient individual | cadira $ pintura",,"indumentària | accessori d'indumentària | accessori de vestir | calçat | bota $ indumentària | accessori d'indumentària $ indumentària | accessori d'indumentària | accessori de vestir | calçat | bota | bota de muntar","bota de canya alta","bota de muntar","test_id","change high shaft boot for riding boot."
"art_009765","costume_006821, jewelry_000154",,"indumentària | accessori d'indumentària | accessori de vestir | accessori per al coll | coll $ contenidor | contenidor culinari | recipient per beure | vas $ indumentària | accessori d'indumentària | accessori de vestir | bufanda $ moble | moble de suport | taula $ pintura | pintura de cavallet $ pintura $ indumentària | accessori d'indumentària | accessori de vestir | calçat | bota | bota de canya alta $ moble | seient | seient individual | cadira $ pintura",,"indumentària | peça de vestir | peça de roba principal | camisa $ indumentària | peça de vestir | peça de roba principal | armilla $ indumentària | accessori d'indumentària | accessori de vestir | accessori per al coll $ indumentària | peça de vestir | roba interior | samarreta interior $ indumentària | peça de vestir | peça de roba principal | vestit $ indumentària","bufanda","accessori per al coll","test_id","change scarf for neck accessory."
